,issuekey,storypoints,context
40,24637373,1,remove ruby implementation getcommitsignature rpc getcommitsignature rpc rewrite go the old rpc use ruby remove method signature func server request gitalypb getcommitsignaturesrequest stream gitalypb error todo remove rubygetcommitsignatures function fix broken spec possible remove ruby code relate
41,24395322,1,roll feature flag title suggestion feature flag enable description feature what remove feature flag owners team gitaly most appropriate slack channel reach good individual reach expectations commit signature request use use version rpc expect performant what release feature occur what expect happen well performance rpc what happen go wrong bad case scenario stop show commit signature verify exception we commit page break rpc async what monitor detect problem beta group project if applicable group project happy feature turn early some organization wish test big change interested small subset user ahead time example gitlab org gitlab org gitaly project gitlab com group roll out steps x read documentation feature flag x enable staging x test staging x ensure documentation update x enable individual group project list verify behaviour x announce issue estimate time enable x enable run chatop command production cross post chatop slack command com team channel x announce issue flag enable x remove feature flag add changelog entry
42,24173138,1,remove gitlab ce discuss step deprecate namespace service rid call there part issue modify renamenamespace create parent directory destination dir remove call call gitlab ce
43,23984510,1,remove deprecate message handle code the follow discussion address start discussion post merge i create issue remove code remove gitlab ce gitlab ee new message param currently target
44,23159924,1,deprecate listdirectories rpc this rpc cleanup rake task far i tell this problematic gitaly ha directory multiple different gitaly server want directly expose gitaly server we look thing use listdirectories reimplement inside gitaly in case automate cleanup case need new rpc in case rpc express want happen leave actual work gitaly
45,21848253,4,remote warning ignore extra bitmap file pull deduplicate repo see today gitlab org gitlab page repository git fetch upstream master remote warning ignore extra bitmap file opt gitlab git data i think try avoid display server path client case other affect fetch succeed object i expect
46,21331132,1,remove rugged patch gitlab we force walk gitaly migration project turn certain scenario old gitlab ce code rugged significantly performant new gitaly code specifically case gitlab installation host git repository datum slow nfs server the code question find this block complete gitaly migration project these rugged patch remove this issue mean track removal current plan record summary discussion thread we believe rugged patch necessary customer utilize nfs believe performance issue necessitate patch mitigate as rugged patch create additional maintenance concern gitaly team support direction move customer require ha gitaly cluster we feel remove start default disable rugged patch as state believe cause performance issue user mitigations pende customer issue the rugged patch currently feature flag start default feature flag disable rugged remove feature flag if customer notice performance degradation enable rugged patch feature flag pende significant customer performance issue current plan remove rugged patch couple release past associate feature flag
47,27219683,2,getcommitsignature message large received message large max grpc generic fail grpc generic grpc generic grpc generic gitlab additional display received message large max gitlab git rescue raise gitlab git def gitlab metric block super gitlab metric measure retval yield gitlab metric super additional display received message large max
48,20590064,2,fail start pid file gitaly start pid file first find i figure pid file probably handle situation
49,17980204,1,calculatechecksum invalid memory address nil pointer see instance hour customer gitaly log zendesk level error panic error invalid memory address nil pointer dereference repositoryservice calculatechecksum they run gitlab unfortunately i backtrace i think need fix asap
50,16771769,3,delete tag fail branch tag exist while test i test attempt delete tag fail ref head ref tag level info info push delete branch stanhu gitlab gitaly internal testhelper testdata data remote exec bin ruby cd stanhu gitlab src gitlab org gitaly internal service remote stanhu gitlab src gitlab org gitaly ruby bin gitaly ruby folder jf t gitaly gitaly fail testsuccessfulupdateremotemirrorrequestwithwildcard level error streaming code unknown error code unknown desc warning refname normally create ref end hex ignore specify hex these create mistake for git checkout br git rev parse hex ref create ref maybe delete turn message config stanhu gitlab gitaly internal testhelper testdata data new branch stable new branch stable refname normally create ref end hex ignore specify hex these create mistake for git checkout br git rev parse hex ref create ref maybe delete turn message config stanhu gitlab gitaly internal testhelper testdata data force new tag new tag new dst refspec match fail push ref stanhu gitlab gitaly internal testhelper testdata data unknown updateremotemirror gitaly remoteservice server system grpc test testsuccessfulupdateremotemirrorrequestwithwildcard error trace error receive unexpected error rpc error code unknown desc warning refname ambiguous git normally create ref end hex character ignore specify hex these ref create mistake for example git checkout br git rev parse this similar
51,16750530,1,remove the log error return client i think case interceptor use
52,16732142,3,snapshot work dedup gitaly snapshot wo work repository use object pool ignore object info alternate theoretically possible include object object pool tar archive see detail
54,15695396,1,stop symlinke hooks directory part the hook execute set explicitly git shellout instead execute path hook symlinke gitlab shell hook dir the symlinking happen stop downside stop client downgrade gitlab version minor release project get create mean time symlink the cost symlinke low i recommend remove symlinking avoid confusion way add milestone feel free remove
55,15977073,3,import project instance url fail summary import repository gitlab instance project creation fail error message display repository import screen every import attempt fail error import repository root greenie import createrepositoryfromurl clone cmd wait exit status please try step reproduce create new project select import git url enter url project gitlab instance run import example project fail reproduce reproduce successfully ee what expect correct behavior project import error this work customer upgrade relevant log screenshot
56,5257325,2,go this placeholder issue discuss upgrade go merge update ci stop test go update documentation developer requirement discuss potential code change follow change future example relate context
57,5200506,4,gitlab shell hook long send absolute path gitlab ce implementation additional task
58,5200434,2,test gitlab behave gitaly down idea test gitlab behave gitaly server need well resiliency nfs server go happen run gitaly host need sure application survive dark for i propose actually test grpc behave code resiliency afterthought
59,5200084,2,client implementation commitdiff change design implementation update gitlab ce commitdiff change
60,5200076,1,client implementation commitdiff change path design implementation update gitlab ce commitdiff change path
61,5199436,3,address unicorn grpc preforking issue gitlab ce resolve
62,5198569,1,document changelog process contributing also automation release script
63,5197911,2,rpc design endpoint analysis goal develop rpc interface require migrate
64,5197872,1,migration analysis workhorse sendblob perform analysis migration workhorse sendblob output list exist rpc list new rpc require risks estimate effort
65,5197697,1,define gitlab shell gitaly cli stub interface blocking relate as need way communicate gitlab shell gitlab cli interface do use environment variable configuration file argument block work able continue
66,5002397,3,validate see migration process documentation information acceptance testing stage process feature toggle environment variable x chef recipe enable disable feature x grafana dashboard monitor environment x x staging x test result post comment issue do migration perform expect do code reasonable performance characteristic do error rate jump unacceptable level have change roll pende final review runbook added link mr prometheus alerts added link mr we feature flag gitlab ce we validate work x test omnibus nightly x test rc omnibus package x test staging apply setting manual clone look prometheus counter error rpc x test production hour staging test production week enable feature flag default omnibus staging step update gitlab staging worker role sure change chef repo knife ssh role gitlab staging worker sudo chef client sleep sudo gitlab ctl term unicorn echo probably slow production knife ssh role gitlab staging worker p pgrep unicorn master ps pid etime args p sudo cat environ xargs grep gitaly check gitaly stage prometheus dashbord check sentry staging manual test revert config change local omnibus step in ruby to apply revert sudo gitlab ctl reconfigure sleep wait unicorn reload sudo gitlab ctl term unicorn test environment unicorn master print match p pgrep unicorn master ps pid etime args p sudo cat environ xargs grep gitaly the rigmarole gitlab ctl term
67,4985014,3,gitaly nfs staging test plan how test stage rcx x sure gitaly tcp work omnibus x test localhost x test remote host different repository root instruction prepare staging x wait package require capability deploy staging schedule time production access run experiment stage parallel production issue merge request require stage configuration change
68,4976958,4,operation commitdiff service diff implement functionality expect gitlab ce gitlab org the follow flag support path because reason fully migrate operation gitaly we implement support flag this require change gitaly proto
69,4700826,4,forward git ssh session gitlab shell gitaly server implementation gitlab org depend analysis depend design implementation forward git ssh session gitlab shell gitaly goal allow gitaly monitor control git upload pack git receive pack server process spawn git ssh transport we protocol we want able run command behalf ssh client git upload pack git receive pack each rpc sshuploadpack sshreceivepack the idea current proto read request message repository metadata variable case receive pack start git process request correct git repository path goroutine copy rest request stream stdin goroutine copy stdout stderr stream response wait git command err stream finish send final response message contain git exit code
70,4447094,1,test require file check currently test suite check file check fail local change notice date notice git ls file unmatch notice notice track file git diff code change file this happen git diff code i question in local development environment expect uncommitted change in ci environment serve purpose we able run test require change commit
71,124674510,3,findchangedpaths return path change merge commit if possible select relevant template choose template dropdown template source relate gitlab issue when user push list change gitlab perform diff check change if change include merge commit return change path include change history we solve gitlab issue link instead findchangedpaths git diff tree cmd combine diff return change different parent conflict resolution different parent manual change introduce merge i discuss slack point break change change flag introduce enum allow client specify output format note output format merge commit different parent mode sha status nextpath function need return multiple gitalypb changedpath merge commit
72,118373307,3,add support generate patch ids user interact mr page distance actual mechanic git underlie diff strength product however gently obfuscate concept commit branch find user confuse implication concept one area arise particular approval rule behavior rebase often user want approval rule reset new code enter diff fairly basic security requirement help ensure unreviewe unapproved code enter mr this sensible behavior break situation rebase occur git generate new commit sha look like new code app while work rebase commit sha disable approval rule reset ui generate rebase rebase command line way detect new commit come push this lead disjoint ux rebase change behavior depend execution method choose the real question attempt answer meaningful programmatic change diff detectable compare datum rather attempt compare diff potentially large text blob instead like ability generate representation raw diff allow compare actual change code this allow detect case rebase need reset approval potentially trigger additional management behavior review cycle notify previous reviewer change one approach accomplish add support git patch id new rpc allow rail request need store result db this allow quickly efficiently compare gestalt series commit giant diff commit potentially add remove squashed etc rebase impact result diff this previously open include initial discussion feedback rail stakeholder
73,117061447,2,introduce new whitespacechanges enum deprecate follow comment ultimately backwards incompatible change gitaly impact user how amend commitdiff rpc expose new enum whitespacechanges similar deprecate field it unspecified look dontignore ignore ignoreall control exactly render diff availability testing as change issue add new field potentially mark deprecate major issue any change behaviour rail happen we ensure omnibus gitlab mirror trig trigger qa job pass confirm unexpected downstream impact
74,108947683,2,optionally skip computing flatten path gettreeentries computing flatten path gettreeentries excessively expensive we add flag optionally skip step client need request case need
75,107255388,2,remove driver specification ci update the share runner use driver default part
76,94969384,1,feature flag enable pagination token exact match title suggestion feature flag enable description feature what enable feature flag owners team code most appropriate slack channel reach code good individual reach expectation what release feature occur what expect happen gitaly return error page token find previously try return element collection go unknown page token what happen go wrong user error request list branch what monitor detect problem beta group project if applicable group project happy feature turn early some organization wish test big change interested small subset user ahead time example gitlab org gitlab gitlab org gitaly project gitlab com group roll out steps x read documentation feature flag x add issue howto x be require code deploy howto x do need create change management issue howto x enable staging howto x test staging howto x verify feature flag check prometheus metric x announce issue estimate time enable x add issue x enable run chatop command production howto x cross post chatop slack command com team channel x verify feature flag check prometheus metric x announce issue flag enable x do set feature true howto x submit mr feature onbydefault true add changelog entry howto x have mr merge x possibly wait deployment cycle howto x submit mr remove pre feature code codebase add changelog entry howto x have mr merge x remove feature flag chatop howto x close issue
77,88793588,1,cleanup fallback logic gitaly binary path resolution merge deploy it safe remove fallback logic define path gitaly binary
78,81575543,1,geo help praefect recover internal failover from praefect respond code failedprecondition message repository read mode proposal when secondary encounter particular error sync geo schedule retry repository later usually for example set floor minute and double calculated delay
79,80369000,1,update doc minimum version ruby while upgrade ruby doc minimum version ruby update update doc require
80,78723064,4,gitaly make ruby default ruby part once ruby build gitaly ruby actually want switch default ruby happen separate step note we roll ruby build grpc rollback
81,77995430,1,enable prometheus default gitaly enable prometheus default administrator configure bucket this issue propose default bucket the config value remain override default value see
82,77882837,1,praefect use millisecond precision json log time field problem solve a customer report time praefect log standardize some item millisecond precision thank from customer we try ingest log datalog face date log standardize example file log gitlab praefect current commitservice streaming code notice time millisecond precision time proposal praefect log entry time millisecond precision iso
83,77822925,3,enforce default limit recursive call gettreeentries background in repository large tree recursive call gettreeentries consume system resource complete proposal enforce default limit number tree entry recursively fetch gettreeentries require explicit override request want default limit
84,77019673,1,feature flag enable go implementation fetchsourcebranch what enable feature flag switch ruby implementation fetchsourcebranch go implementation fetchsourcebranch create merge request fork fetchsourcebranch change source repo target repo cross repository diff the feature flag roll past cause severe performance regression there change mitigate regression avoid needless duplication work object contain target repository owners team gitaly most appropriate slack channel reach good individual reach expectation what release feature occur improve performance what expect happen no change behaviour expect ideally performance metric fetchsourcebranch change what happen go wrong error create merge request fork error diffe repository latency regress what monitor detect problem roll out steps x read documentation feature flag x add issue x be require code deploy howto x enable staging howto x test staging howto ensure documentation update x announce issue estimate time enable x add issue x enable run chatop command production howto cross post chatop slack command com team channel x announce issue flag enable x remove feature flag add changelog entry close issue
85,76044947,1,remove ruby implementation userupdatesubmodule rpc once feature flag go implementation userupdatesubmodule remove previous release safe time remove old ruby implementation
86,76044879,1,remove feature flag once issue find feature flag turn default remove follow
87,74220736,2,logging format text consider invalid when log format text gitaly chart consider invalid in documentation format value log section accept json text gitaly pod log root kubectl log gitlab gitlab set config gitaly template gitaly begin parse file gitaly template write gitaly copy config file find gitaly template exec sh process wrapper start gitaly log gitaly level info gitaly version level warn path configure use default path resolution local bin git level info disk cache object folder git repository level info disk cache object folder git tmp git repository level info cache object folder exist need remove git repository level info file walker git cache git cache level info file walker git state git state level info cache object file git tmp git repository level fatal logger format format text log section gitaly configmap text format root kubectl cm gitlab gitlab gitaly yaml grep log log format text dir log gitaly auth token gitlab secret gitaly normal behavior the work log section gitaly configmap json value root kubectl cm gitlab gitlab gitaly yaml grep log log format json dir log gitaly auth token gitlab secret gitaly gitaly log json log value format root kubectl log gitlab gitlab set config gitaly template gitaly begin parse file gitaly template write gitaly copy config file find gitaly template exec sh process wrapper start gitaly log gitaly level info gitaly version level warn path configure use default path resolution local bin git level info disk cache object folder git repository level info disk cache object folder git tmp git repository level info cache object folder exist need remove git repository level info file walker git cache git cache level info file walker git state git state level info cache object file git tmp git repository git unix tcp prometheus tempdir clean rss rss ruby gitaly ruby bin gitaly git ruby gitaly ruby bin gitaly git gitaly ruby ruby gitaly ruby bin gitaly git gitaly ruby ruby gitaly ruby bin gitaly git version detail kubernetes version gitaly version gitlab version gitlab cloud native helm chart version
88,74093600,3,build commit graph bloom filter in monorepo start observe slow response time findcommits grpc user edit merge requests timeout following stack trace deadline exceed lib gitlab git rescue lib gitlab git lib gitlab git log lib gitlab git app model commit lib gitlab metric block commit lib gitlab metric measure lib gitlab metric commit ee lib gitlab ee lib gitlab calculate ee app presenter ee app presenter block user lib gitlab util ee app presenter user ee app presenter ee app view share app helper app view share app view project app view project app view project app controller render ee lib gitlab ee app controller ee app controller lib gitlab app controller lib gitlab lib gitlab app controller lib gitlab app controller app controller block lib gitlab block use lib gitlab use lib gitlab app controller lib gitlab metric lib gitlab metric lib gitlab middleware lib gitlab metric block lib gitlab metric run lib gitlab metric lib gitlab ee lib gitlab database ee lib gitlab jira lib gitlab middleware lib gitlab lib gitlab middleware lib gitlab middleware lib gitlab middleware lib gitlab middleware lib gitlab middleware lib gitlab middleware lib gitlab middleware config initializer lib gitlab metric lib gitlab middleware what suggest call timeout gitaly i suspect big monorepo git log slow reason indicate the solution build commit graph bloom filter include add path git commit graph write i draft solution need develop fledged solution
89,73848356,3,fix resolve praefect address mixed tls deployment in deployement gitaly praefect different tls configuration fail correctly resolve inject praefect address the root cause resolvepraefectaddress decide resolve peer address inspect incoming tcp connection unencrypted dial unencrypted connection if encrypt dial encrypt connection this lot sense decide dial depend reachable gitaly node we care instead inject information get
90,73819963,3,praefect dial gitaly transaction for transaction require gitaly dial praefect order vote transaction this introduce problem gitaly configure praefect security token praefect send information include security token gitaly transaction relate call it clear customer dial requirement affect support network topology gitlab deployment sometimes praefect load balancer nat be able dial praefect desirable however praefect configure gitaly node security token clear praefect able reach individual gitalies network therefore robust praefect initiate grpc gitaly transaction vote this free gitaly need know network security detail praefect praefect trust client gitaly
91,73721249,2,improve input validation hook input the port usermergebranch rpc cause pipeline trigger production anymore the root cause postreceive hook execute input contain list update reference as result hook pretend change exist pipeline trigger this error hard diagnose log metric essentially absence if strict input verification hook expect change exist issue lot visible catch early
92,73263830,2,add fetchsha abstraction localrepository originally report fetch single sha multiple place gitaly verbose error prone have definitive easy use function improve code quality add new method fetchsha localrepo enable
93,73262492,2,inject single client connection pool main gitaly service currently service instantiate client pool use dialing gitalies to improve performance reduce connection dialing pool this ideally dependency inject main module originally report
94,73256843,2,enable verbose logging subcommand currently subcommand contain complex logic task squash commit resolve conflict commit multiple change the subcommand lack observability stderr return error message an alternative file descriptor allow command relay fine grain log when command exit non zero log level set certain level fine grain log emit
95,73184079,1,refactor newfeatureset remove unused error return value the test helper function newfeatureset capable return non nil error the helper fix return error affect code location update accept single return value any error assertion function remove the function define
96,72835557,1,miss hook environment summary as report present anymore environment custom server hook i able reproduce follow instruction the variable set pre receive post receive update hook normal project code repository i assume applie repository type this relate recent work port hook ruby go i variable set ruby code proposal explicitly document compatibility reason probably want support document we want double check miss variable set previous ruby code
97,72770726,1,follow pass gitaly ssh the follow discussion address start discussion comment just discover interceptor add i understand motivation i customize interceptor for tracing i like inject custom tracer withtracer directly labkit discussion for correlation i like set client like grpccorrelation suggest i look code workhorse shell add interceptor client workhorse as set client shell also set miss tracing interceptor maybe intentionally so current behavior ideal trace span place right redundant context creation correlating interceptor execute twice add correlation id twice bug i notice connopts mutate it safe append slice pass caller likely assume method mutate the slice large capacity method mutate original backing array the code copy it nice change signature varargs match grpc dial place functional option this address bug
98,72578977,2,intercept createrepository praefect set repository database state currently record repository virtual storage suppose contain this change we intercept createrepository call set expect database record repository relate select primary repository create relate select node host repository create additionally generation relate query strict expect repository present database allow example incremente generation repository exist stricter query prevent certain class error logic simple handle case record miss
99,72555029,1,usermerge rpc error failedprecondition merge conflict problem when user merge branch merge gitaly service detect return error this error unknown error currently surprising operator gitaly additionally error wrong error know last reason error unknown influence though solution gitaly return failedprecondition merge conflict
100,72076407,1,replace burntsushi toml package gitaly use toml configuration parsing that package go unmaintained toml stable gitaly depend new package support
101,72050561,1,createrepositoryfromsnapshot fail error promote temporary directory fail parent directory target path exist if createrepositoryfromsnapshot call parent directory target path exist request fail error rpc error code internal desc promote temporary directory fail rename opt gitlab git data tmp opt gitlab git data file directory strace find renameat fail enoent opt gitlab git data tmp opt gitlab git data o enoent no file directory generally rpc call second attempt create repository directory create call attempt expose issue replicaterepository ensure directory present rename tmp directory rpc
102,71993240,2,gitaly module version update gitlab workhorse gitlab shell on clean go installation i try update gitaly module gitlab workhorse gitlab shell download cat inconsistent version require accord go try enforce semantic compatibility in semantic versioning change major version number indicate lack backwards compatibility early version to preserve import compatibility command require module major version later use module path major version final element for example version instead use module path package module use path import path prefix include major version number module path import path way call semantic import versioning pseudo version module major version later begin major version instead i think say gitaly m module path a workaround tag tag late master code write semantic import versioning convention introduce use major version later describe set unversioned import path to accommodate code source code repository later tag file tree version consider module available version give incompatible suffix convert module version the incompatible tag apply pseudo version derive version tag february switch versione scheme what think
