,issuekey,storypoints,context
108,22803453,3,make possible configure policy unlabelled currently policy unlabelled triaging package fix name people rotate reuse group however want configurable easily apply group the current rotation code ruby w item text and we aim look like ruby and use like ruby the follow discussion address start discussion comment approach look good i agree let part flow disabled i think strive enable unlabelled untriaged triage package job project future instead loop quality team allow list triage team member define well suit project i feel allow team track report issue increase responsiveness communicate issue author
109,22641251,2,extend daily weekly schedule project try find right balance repeating flexibility x gitaly x runner x qa
111,22514012,1,consider remove label favor label it label duplicate label i suggest remove label favor label plan action x bulk add label issue mr currently label set x issue x mr x epic x remove label what think product manager
112,22198404,2,move issue reschedule happen instead milestone capture follow work reschedule x feature freeze miss deliverable remove feature freeze detection move miss deliverable milestone closed keep bot message x generic miss item move miss issue mr milestone closed report generation label miss close report generation change report use number list fix bug update title report remove bot message miss issue
113,22114976,3,remove deliverable label milestone the label intend apply issue formally include release go kickoff etc there issue apply pretty far issue example right planning rigor this prove frustrate user community label misleading what generally happen issue push release people forgot remove label it great remove automatically improve issue hygiene
114,22034573,1,move generic code gitlab triage domain specific code the follow discussion address start discussion comment lib sound like generic why implement generic feature gitlab triage directly engineextension rulepolicyextension that way override add heatmap rename lib introduce object contain condition raw resource expose raw resource extend the offending code ruby comment could change method gitlab triage directly yield resource condition instead i find hackish merge condition think to honest i spend lot time figure i get confused code this object actually different type summarypolicy rulepolicy i leave comment lib gitlab triage policy ruby due resource different type work fixme we try sure type consistent resource def comment false end this share issue depend instance resource mean different thing in rulepolicy array resource summarypolicy hash mapping rule resource in order fix confusion i like introduce new class wrap i know carry difference and attach raw resource object instead attach condition i need attach condition i know properly attach array hash if try detect go confusing i consider debt add actual object i think need fix need add
115,22034279,2,put issue filter link heat map the follow discussion address start discussion we definitely construct issue link i find straightforward need query pretty isolated i think probably later
116,126998496,2,add run jh change detect feature flag dependency follow describe rule externally label easy workaround
117,126582476,1,do label group project access token mrs community see example i guess label community way wo come daily community mr triage report example
118,126338348,1,typeerror triage triage error implicit conversion string integer
122,125803985,3,port exist pipeline failure tool gitlab org gitlab this iteration plan
124,123392663,2,be stub the follow discussion address i question i think api call stub spec get failing pipeline i think stubbing prevent type surprise break pipeline
125,122473081,2,gitlab miss resource fail job fail w warn sentry raven fail submit event gitlab org quality triage op lib undefined method year nil nilclass nomethoderror gitlab org quality triage op lib gitlab org quality triage op vendor gem gitlab lib gitlab triage resource eval gitlab org quality triage op vendor gem gitlab lib gitlab triage resource gitlab org quality triage op vendor gem gitlab lib gitlab triage resource eval gitlab org quality triage op vendor gem gitlab lib gitlab triage filter calculate gitlab org quality triage op vendor gem gitlab lib gitlab triage block gitlab org quality triage op vendor gem gitlab lib gitlab triage select gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage block gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage perform gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage block gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage block perform gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage perform gitlab org quality triage op vendor gem gitlab bin gitlab block require local lib local lib gitlab org quality triage op vendor gem gitlab bin gitlab require gitlab org quality triage op vendor bin gitlab load gitlab org quality triage op vendor bin gitlab main
126,114137368,1,job fail lib ceil nan floatdomainerror job fail sentry debug rate limit remain reset gitlab org quality triage op lib ceil nan floatdomainerror gitlab org quality triage op lib gitlab org quality triage op lib gitlab org quality triage op vendor gem gitlab lib gitlab triage resource eval gitlab org quality triage op vendor gem gitlab lib gitlab triage resource gitlab org quality triage op vendor gem gitlab lib gitlab triage resource eval gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage block gitlab org quality triage op vendor gem gitlab lib gitlab triage map gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage gitlab org quality triage op vendor gem gitlab lib gitlab triage description gitlab org quality triage op vendor gem gitlab lib gitlab triage action gitlab org quality triage op vendor gem gitlab lib gitlab triage action perform gitlab org quality triage op vendor gem gitlab lib gitlab triage action act gitlab org quality triage op vendor gem gitlab lib gitlab triage act gitlab org quality triage op vendor gem gitlab lib gitlab triage block process
127,111583641,2,jihu appsec notifier trigger jihu contribution the jihu appsec notifier trigger need find
128,111517484,3,remind mr author set mwps compliant action objective reduce mr merge gitlab org gitlab mr author apart proposal remind mr author similar set mwps mr non compliant action maintainer merge mr use reference implementation merge pipeline succeed event limitation approvals revoke go inform block merging
129,109039691,1,do ask community contribution set type label it miss logic exclude contribution see example
130,108867636,1,suggest community contributor use gitlab org gitlab create mr gitlab org gitlab foss suggest community contributor use gitlab org gitlab create mr gitlab org gitlab foss currently bot suggest message gitlab org gitlab example
131,108800671,1,consider make reactive command response message concise the response message reactive command currently bit verbose i think example current behavior make concise reduce noise contribution author
133,108139741,1,auto apply hackathon label link tracking issue hackathon summary this issue request triage automation give project please link project need select list triage automation rule add project automation require assignee label contribution label mr may pm utc noon may pm utc noon leave following comment this mr consider quarterly gitlab hackathon chance win prize can sure mr mention link relevant attempt close thank contribution cc
134,107913898,2,implement type label nudg processor objective reduce maintenance update type label nudge allow easy rollout project why important the type bug feature maintenance key report industry analyst it important gitlab communicate effort spend format easily understandable widely industry we provide metric leadership report improve accuracy subtype categorization additionally track accurate work output allow team compare output backlog adjust focus accordingly proposal create type label discussion contribution mr open type offend undefined project message request mr classify label expand additional project base undefined ratio proportion merged mr type project mr day expand project wave add subtype label merge request defect ship code fix defect this include bug type availability performance security vulnerability mobile etc effort deliver new feature feature change improvement this include change new product requirement like application limit up keep effort catch corrective improvement feature bugs this include restructure long term maintainability stability reduce technical debt improve contributor experience upgrading dependency see handbook guidance classifying
135,107153975,1,replace sus non sus label actionable need apply issue objective replace sus need issue rule automate acceptance criteria convert label scope
136,107024845,2,server respond code message bad request note blank requ sentry issue triage ops da server respond code message bad request note blank request uri gitlab validate raise response gitlab block level class request validate response triage triage body body body triage triage body triage processor additional display i believe issue happen ask apply label match allow pattern label package
